#
# Columns: x1 y1 u1 v1 x2 y2 u2 v2 lev
#
# To plot the image plane grid, connect each (x1,y1) to the (x2,y2)
# on the same line -- do *not* connect consecutive lines!
#
# To plot the source plane grid, do the same for (u1,v1) and (u2,v2).
#
-1.064820e+01 -4.670735e+00  4.880116e+00  1.014132e+00 -8.554669e+00 -7.875128e+00  4.944986e+00 -6.253869e-01
-8.554669e+00 -7.875128e+00  4.944986e+00 -6.253869e-01 -8.104423e+00 -7.460647e+00  4.684723e+00 -5.924718e-01
-8.104423e+00 -7.460647e+00  4.684723e+00 -5.924718e-01 -1.064820e+01 -4.670735e+00  4.880116e+00  1.014132e+00
-5.242835e+00 -9.687911e+00  4.238517e+00 -2.081497e+00 -7.654178e+00 -7.046167e+00  4.424461e+00 -5.595567e-01
-7.654178e+00 -7.046167e+00  4.424461e+00 -5.595567e-01 -8.104423e+00 -7.460647e+00  4.684723e+00 -5.924718e-01
-8.104423e+00 -7.460647e+00  4.684723e+00 -5.924718e-01 -5.242835e+00 -9.687911e+00  4.238517e+00 -2.081497e+00
-6.753686e+00 -6.217206e+00  3.903936e+00 -4.937265e-01 -4.369029e+00 -8.073259e+00  3.532097e+00 -1.734581e+00
-4.369029e+00 -8.073259e+00  3.532097e+00 -1.734581e+00 -6.303440e+00 -5.802726e+00  3.643674e+00 -4.608114e-01
-6.303440e+00 -5.802726e+00  3.643674e+00 -4.608114e-01 -6.753686e+00 -6.217206e+00  3.903936e+00 -4.937265e-01
-7.203932e+00 -6.631686e+00  4.164198e+00 -5.266416e-01 -4.660298e+00 -8.611476e+00  3.767570e+00 -1.850220e+00
-4.660298e+00 -8.611476e+00  3.767570e+00 -1.850220e+00 -6.753686e+00 -6.217206e+00  3.903936e+00 -4.937265e-01
-6.753686e+00 -6.217206e+00  3.903936e+00 -4.937265e-01 -7.203932e+00 -6.631686e+00  4.164198e+00 -5.266416e-01
-8.966908e+00 -3.933251e+00  4.109571e+00  8.540061e-01 -7.203932e+00 -6.631686e+00  4.164198e+00 -5.266416e-01
-7.203932e+00 -6.631686e+00  4.164198e+00 -5.266416e-01 -8.406476e+00 -3.687422e+00  3.852723e+00  8.006307e-01
-8.406476e+00 -3.687422e+00  3.852723e+00  8.006307e-01 -8.966908e+00 -3.933251e+00  4.109571e+00  8.540061e-01
-7.654178e+00 -7.046167e+00  4.424461e+00 -5.595567e-01 -9.527340e+00 -4.179079e+00  4.366419e+00  9.073815e-01
-9.527340e+00 -4.179079e+00  4.366419e+00  9.073815e-01 -8.104423e+00 -7.460647e+00  4.684723e+00 -5.924718e-01
-7.203932e+00 -6.631686e+00  4.164198e+00 -5.266416e-01 -7.654178e+00 -7.046167e+00  4.424461e+00 -5.595567e-01
-7.654178e+00 -7.046167e+00  4.424461e+00 -5.595567e-01 -4.660298e+00 -8.611476e+00  3.767570e+00 -1.850220e+00
